bnumber,Chemostat u=0.11,Chemostat u=0.12,Chemostat u=0.20,Chemostat u=0.21 (1),Chemostat u=0.21,Chemostat u=0.22,Galactose ,Chemostat u=0.26,Acetate,Chemostat u=0.31 (1),Chemostat u=0.31,Chemostat u=0.35,Chemostat u=0.36,Pyruvate,Chemostat u=0.4,Chemostat u=0.41,Fumarate,Succinate,Glucosamine,Chemostat u=0.46,Glycerol,Mannose,Chemostat u=0.49,Chemostat u=0.5,Chemostat u=0.51,Xylose,Glucose + salts,Glucose,pH6 glucose,Fructose,42C glucose
B8LFD5,,15.789473684210527,12.5,,,,15.384615384615385,,12.173913043478262,,,14.166666666666668,,16.0,,,14.173228346456693,19.37984496124031,9.923664122137405,,13.636363636363635,21.96969696969697,,12.639405204460967,,19.35483870967742,10.75268817204301,13.380281690140846,6.143344709897611,15.54054054054054,7.38255033557047
D0EX67,,41.05263157894737,49.03846153846154,,,,80.54298642533936,,70.43478260869566,,,52.5,,75.2,,,73.22834645669292,75.1937984496124,66.41221374045801,,78.78787878787878,65.15151515151514,,59.479553903345725,,94.6236559139785,91.75627240143369,92.25352112676057,83.95904436860067,74.32432432432432,81.87919463087249
D4HZR9,,3.1578947368421053,0.9615384615384615,,,,1.8099547511312217,,1.7391304347826089,,,0.8333333333333334,,1.6,,,1.574803149606299,4.651162790697675,1.5267175572519083,,1.5151515151515151,6.0606060606060606,,1.4869888475836432,,0.7168458781362007,5.734767025089606,1.4084507042253522,3.41296928327645,1.3513513513513513,8.724832214765101
D8FH86,,17.894736842105264,20.19230769230769,,,,21.71945701357466,,19.1304347826087,,,16.666666666666668,,25.6,,,20.47244094488189,10.077519379844961,26.717557251908396,,24.242424242424242,21.21212121212121,,17.843866171003718,,21.50537634408602,31.54121863799283,11.267605633802818,23.890784982935152,14.864864864864865,34.22818791946309
D9IX93,,181.05263157894737,198.07692307692307,,,,295.0226244343892,,238.2608695652174,,,193.33333333333334,,227.2,,,242.51968503937007,227.90697674418604,265.64885496183206,,235.6060606060606,230.30303030303028,,185.13011152416357,,184.94623655913978,302.5089605734767,222.53521126760563,361.09215017064844,196.6216216216216,159.73154362416108
E1MTY0,,7.36842105263158,7.692307692307692,,,,19.004524886877828,,12.173913043478262,,,6.666666666666667,,16.0,,,13.385826771653543,14.728682170542635,12.977099236641221,,17.424242424242422,13.636363636363635,,10.408921933085502,,22.22222222222222,17.204301075268816,20.422535211267608,15.017064846416382,12.837837837837839,20.80536912751678
P00452-2,,2.1052631578947367,13.461538461538462,,,,7.239819004524887,,4.347826086956522,,,5.0,,7.2,,,14.173228346456693,6.976744186046512,18.3206106870229,,18.939393939393938,,,3.717472118959108,,,24.372759856630825,19.71830985915493,15.699658703071671,,11.409395973154362
P02919-2,,2.1052631578947367,4.8076923076923075,,,,12.669683257918551,,30.434782608695656,,,5.833333333333334,,154.4,,,1.574803149606299,8.527131782945736,51.14503816793893,,13.636363636363635,,,8.178438661710038,,,14.336917562724015,42.25352112676057,15.017064846416382,,26.174496644295303
P0CE60,,29.47368421052632,31.73076923076923,,,,38.91402714932127,,17.39130434782609,,,38.333333333333336,,52.0,,,49.60629921259842,39.53488372093023,45.038167938931295,,42.42424242424242,33.33333333333333,,39.405204460966544,,31.54121863799283,18.63799283154122,33.098591549295776,17.74744027303754,30.405405405405407,22.818791946308725
P23477,,13.68421052631579,14.423076923076923,,,,18.099547511312217,,10.434782608695652,,,12.5,,8.8,,,11.023622047244094,9.30232558139535,10.687022900763358,,8.333333333333332,12.878787878787879,,8.178438661710038,,10.75268817204301,15.770609318996415,9.15492957746479,17.064846416382252,8.108108108108109,14.76510067114094
